NAAM;FAMILIE_ID
Cremospermopsis;170
Crenea;234
Crenias;324
Crenidium;374
Crenosciadium;24
Crenularia;60
Creochiton;246
Crepi-Hieracium;
Crepidiastrixeris;
Crepidiastrum;
Crepidifolium;
Crepidium;282
Crepidomanes;
Crepidophyllum;
Crepidophyllum;
Crepidopteris;
Crepidorhopalon;227
Crepidospermum;65
Crepis;
Crepula;
Crescentia;54
Cressa;105
Cribbia;282
Cribrodontium;
Crimocharis;15
Crindonna;15
Crinipes;322
Crinita;348
Crinitaria;
Crinodendron;145
Crinonia;282
Crinum;15
Crioceras;25
Criscia;
Crispiloba;10
Cristaria;238
Cristatella;80
Cristonia;
Critamus;24
Critesion;322
Crithmum;24
Crithopsis;322
Critonia;
Critoniadelphus;
Critoniella;
Critoniopsis;
Croatiella;29
Crobylanthe;348
Crocanthemum;96
Crocanthus;7
Crocidium;
Crocion;418
Crocodeilanthe;282
Crocodilium;
Crocodilodes;
Crocosmia;202
Crocus;202
Crocyllis;348
Croizatia;309
Cromapanax;30
Cromidon;367
Croninia;149
Cronisia;
Cronquistia;
Cronquistianthus;
Croomia;380
Croptilon;
Crosbya;
Crossandra;1
Crossandrella;1
Crossidium;
Crosslandia;123
Crossocalyx;
Crossoglossa;282
Crossogyna;
Crossolepis;
Crossomitrium;
Crossopetalum;88
Crossopteryx;348
Crossosoma;112
Crossosperma;350
Crossostemma;290
Crossostephium;
Crossostoma;175
Crossostylis;343
Crossothamnus;
Crossotolejeunea;
Crossotoma;175
Crossyne;15
Crotalaria;
Croton;154
Crotonogyne;154
Crotonogynopsis;154
Crowea;350
Crozophora;154
Crucianella;348
Cruciata;348
Crucicaryum;58
Crucifera;60
Crucihimalaya;60
Cruciundula;60
Cruckshanksia;348
Cruddasia;
Crudia;
Crula;355
Crumenaria;342
Crumia;
Crumuscus;
Crunocallis;256
Crupina;
Crusea;348
Cruzeta;14
Cryophytum;7
Cryosophila;32
Cryphaea;
Cryphaeadelphus;
Cryphaeophilum;
Cryphiacanthus;1
Cryphiantha;
Cryphidium;
Crypsinopsis;
Crypsinus;
Crypsis;322
Cryptadenia;401
Cryptandra;342
Cryptantha;58
Cryptanthela;105
Cryptanthus;61
Cryptarrhena;282
Crypteronia;293
Cryptobasis;202
Cryptocapnos;288
Cryptocarpon;
Cryptocarpus;273
Cryptocarya;219
Cryptocentrum;282
Cryptoceras;288
Cryptochila;
Cryptochilus;282
Cryptochloa;322
Cryptocodon;75
Cryptocolea;
Cryptocoleopsis;
Cryptocoryne;29
Cryptodicranum;
Cryptodiscus;24
Cryptogonium;
Cryptogramma;
Cryptogyne;356
Cryptogynolejeunea;
Cryptolepis;25
Cryptoleptodon;
Cryptoloma;170
Cryptomeria;117
Cryptomitrium;
Cryptopapillaria;
Cryptophaseolus;
Cryptophila;149
Cryptophoranthus;282
Cryptophragmium;1
Cryptopleura;
Cryptopodia;
Cryptopodium;
Cryptopus;282
Cryptopylos;282
Cryptorrhynchus;
Cryptosepalum;
Cryptosorus;
Cryptospora;60
Cryptostegia;25
Cryptostemma;
Cryptostephanus;15
Cryptostipula;
Cryptostylis;282
Cryptotaenia;24
Cryptotaeniopsis;24
Cryptothallus;
Cryptotheca;
Cryptothladia;81
Csapodya;348
Cteisium;
Ctenanthe;239
Ctenardisia;332
Ctenidiadelphus;
Ctenidium;
Ctenitis;
Ctenitopsis;
Ctenium;
Ctenium;322
Ctenocladus;258
Ctenolepis;115
Ctenolophon;114
Ctenophyllum;
Ctenopsis;115
Ctenopterella;
Ctenopteris;
Cuatrecasanthus;
Cuatrecasasiella;
Cuatresia;374
Cuba;
Cubaea;
Cubanola;348
Cubeba;316
Cubelium;418
Cubilia;355
Cubitanthus;170
Cuchumatanea;
Cucubalus;86
Cucularia;288
Cucullaria;420
Cucumella;115
Cucumeropsis;115
Cucumis;115
Cucurbita;115
Cucurbitella;115
Cudrania;258
Cudranus;258
Cuenotia;1
Cuervea;88
Cuitlauzina;282
Cujunia;
Culcasia;29
Culcita;
Culcitium;
Cullen;
Cullenia;238
Cullumia;
Cumaruna;
Cuminia;216
Cuminum;24
Cumulopuntia;70
Cuniculotinus;
Cunila;216
Cunninghamia;117
Cunonia;116
Cupania;355
Cupaniopsis;355
Cuparilla;
Cuphea;234
Cuphonotus;60
Cupressina;
Cupressus;117
Cupularia;
Curarea;248
Curatella;133
Curculigo;200
Curcuma;426
Curio;
Curitiba;266
Curraniodendron;289
Curtia;167
Curtisia;118
Curtogyne;111
Curtopogon;322
Curupira;277
Cururu;355
Curvicladium;
Curviramea;
Cuscatlania;273
Cuscuta;105
Cusickia;24
Cusickiella;60
Cuspidaria;54
Cuspidaria;
Cuspidatula;
Cuspidia;
Cussambium;355
Cussetia;324
Cusso;346
Cussonia;30
Cutandia;322
Cuttsia;347
Cuviera;348
Cyamopsis;
Cyanaeorchis;282
Cyanandrium;246
Cyananthus;75
Cyanastrum;393
Cyanea;75
Cyanella;393
Cyanicula;282
Cyanitis;195
Cyanixia;202
Cyanocarpus;333
Cyanococcus;149
Cyanodaphne;219
Cyanolophocolea;
Cyanoneuron;348
Cyanophyllum;246
Cyanopis;
Cyanopsis;
Cyanospermum;
Cyanostegia;216
Cyanostremma;
Cyanothamnus;350
Cyanothyrsus;
Cyanotis;103
Cyanthera;282
Cyanthillium;
Cyanus;
Cyathanthera;246
Cyathanthus;258
Cyathea;
Cyathella;25
Cyathidaria;
Cyathiscus;232
Cyathobasis;14
Cyathocalyx;21
Cyathochaeta;123
Cyathocline;
Cyathocoma;123
Cyathodes;149
Cyathodium;
Cyathomone;
Cyathopappus;
Cyathophorella;
Cyathophorum;
Cyathopsis;149
Cyathopus;322
Cyathoselinum;24
Cyathostegia;
Cyathostelma;25
Cyathostemma;21
Cyathostemon;266
Cyathothecium;
Cyathula;14
Cybebus;282
Cybianthus;332
Cybistax;54
Cycas;119
Cyclacanthus;1
Cycladenia;25
Cyclamen;332
Cyclandra;99
Cyclanthera;115
Cyclantheropsis;115
Cyclanthus;120
Cyclas;
Cyclea;248
Cyclobalanopsis;159
Cyclocarpa;
Cyclocarya;208
Cyclocheilon;283
Cyclocodon;75
Cyclocotyla;25
Cyclodictyon;
Cyclodium;
Cyclodon;25
Cyclogramma;
Cyclogyne;
Cyclolejeunea;
Cyclolepis;
Cyclolobium;
Cycloloma;14
Cyclopeltis;
Cyclophorus;
Cyclophyllum;348
Cyclopia;
Cyclopogon;282
Cyclopteris;
Cycloptychis;60
Cyclorhiza;24
Cyclosorus;
Cyclospermum;24
Cyclostachya;322
Cyclostemon;334
Cyclostigma;374
Cyclotaxis;24
Cyclotrichium;216
Cycnia;94
Cycnia;346
Cycniopsis;283
Cycnium;283
Cycnoches;282
Cycnogeton;210
Cydista;54
Cydolus;346
Cydonia;346
Cygnicollum;
Cygniella;
Cylactis;346
Cylastis;346
Cylicocarpus;
Cylicodaphne;219
Cylicodiscus;
Cylicomorpha;83
Cylindria;278
Cylindrocarpa;75
Cylindrocline;
Cylindrocolea;
Cylindrokelupha;
Cylindrolobus;282
Cylindrophyllum;7
Cylindropsis;25
Cylindropuntia;70
Cylindrorebutia;70
Cylindrothecium;
Cylista;
Cymaria;216
Cymatocarpus;60
Cymbachne;322
Cymbalaria;318
Cymbalariella;361
Cymbaria;283
Cymbicarpos;
Cymbidiella;282
Cymbidium;282
Cymbocarpa;64
Cymbocarpum;24
Cymbolaena;
Cymbonotus;
Cymbopappus;
Cymbopetalum;21
Cymbopogon;322
Cymbosema;
Cymodocea;121
Cymonamia;105
Cymophora;
Cymophyllus;123
Cymopterus;24
Cynanchum;25
Cynapium;24
Cynara;
Cynaropsis;
Cynarospermum;1
Cyne;232
Cynocardamum;60
Cynochloris;322
Cynoctonum;25
Cynoctonum;229
Cynodon;
Cynodon;322
Cynodontiella;
Cynodontium;
Cynoglossopsis;58
Cynoglossospermum;58
Cynoglossum;58
Cynoglottis;58
Cynomarathrum;24
Cynometra;
Cynomorium;122
Cynontodium;
Cynophalla;80
Cynorchis;282
Cynorhiza;24
Cynorkis;282
Cynosciadium;24
Cynosorchis;282
Cynosurus;322
Cynotoxicum;104
Cynoxylon;107
Cypella;202
Cyperochloa;322
Cyperocymbidium;282
Cyperorchis;282
Cyperus;123
Cyphacanthus;1
Cyphanthera;374
Cyphia;75
Cyphocalyx;318
Cyphocardamum;60
Cyphocarpa;14
Cyphocarpus;75
Cyphochilus;282
Cyphochlaena;322
Cyphokentia;32
Cypholophus;413
Cypholoron;282
Cyphomandra;374
Cyphomeris;273
Cyphophoenix;32
Cyphorima;58
Cyphosperma;32
Cyphostemma;419
Cyphostigma;426
Cyphotheca;246
Cypringlea;123
Cyprinia;25
Cypripedium;282
Cypselea;7
Cypselocarpus;182
Cyptodon;
Cyptodontopsis;
Cyrilla;124
Cyrillopsis;206
Cyrta;386
Cyrtacanthus;1
Cyrtandra;170
Cyrtandromoea;170
Cyrtandropsis;170
Cyrtanthera;1
Cyrtanthus;15
Cyrtanthus;348
Cyrtidiorchis;282
Cyrto-hypnum;
Cyrtocarpa;18
Cyrtoceras;25
Cyrtochiloides;282
Cyrtochilum;282
Cyrtochloa;322
Cyrtococcum;322
Cyrtocymura;
Cyrtodeira;170
Cyrtogonellum;
Cyrtogonium;
Cyrtogonone;154
Cyrtolejeunea;
Cyrtolobum;
Cyrtomidictyum;
Cyrtomium;
Cyrtomnium;
Cyrtonema;115
Cyrtopera;282
Cyrtophlebium;
Cyrtopodendron;
Cyrtopodium;282
Cyrtopus;
Cyrtorchis;282
Cyrtorhyncha;337
Cyrtosia;282
Cyrtosperma;29
Cyrtostachys;32
Cyrtostylis;282
Cystacanthus;1
Cystea;
Cysticapnos;288
Cystidianthus;25
Cystium;
Cystoathyrium;
Cystocarpium;
Cystodiopteris;
Cystolejeunea;
Cystopteris;
Cystorchis;282
Cystostemma;25
Cystostemon;58
Cytinus;125
Cytisanthus;
Cytisogenista;
Cytisophyllum;
Cytisopsis;
Cytisus;
Cytogonidium;340
Cyttaranthus;154
Daboecia;149
Dacrycarpus;323
Dacrydium;323
Dacryodes;65
Dacryophyllum;
Dacryotrichia;
Dactyladenia;94
Dactylaea;24
Dactylaena;97
Dactylanthera;282
Dactylanthus;43
Dactyleucorchis;282
Dactyliandra;115
Dactylicapnos;288
Dactyliophora;232
Dactyliota;246
Dactylis;322
Dactylitella;282
Dactylocamptis;282
Dactylocardamum;60
Dactylocladus;293
Dactyloctenium;322
Dactylodenia;282
Dactylodenia;282
Dactyloglossum;282
Dactyloglossum;282
Dactylogymnadenia;282
Dactyloides;361
Dactylolejeunea;
Dactylophorella;
Dactylophyllum;325
Dactylorchis;282
Dactylorhiza;282
Dactylostalix;282
Dactylostelma;25
Dactylus;322
Dadia;
Dadjoua;86
Daemia;25
Daemonorops;32
Daenikera;354
Dahlia;
Dahliaphyllum;24
Dahlstedtia;
Daiotyla;282
Dais;401
Dalbergaria;170
Dalbergia;
Dalbergiella;
Dalea;
Dalechampia;154
Dalembertia;154
Dalenia;246
Dalhousiea;
Dalibarda;346
Dallwatsonia;322
Dalmatocytisus;
Dalrympelea;378
Daltonia;
Dalzellia;324
Dalzielia;25
Damapana;
Damasonium;9
Damburneya;219
Damnacanthus;348
Damnamenia;
Damnxanthodium;
Dampiera;175
Damrongia;170
Danaa;24
Danae;35
Danaea;
Danaeopsis;
Danais;348
Dancera;246
Dandya;35
Danguya;1
Danhatchia;282
Danielia;54
Daniella;54
Daniellia;
Dankia;398
Dansiea;102
Danthonia;322
Danthoniastrum;322
Danthonidium;322
Danthoniopsis;322
Danthosieglingia;322
Dapania;284
Daphnandra;40
Daphne;401
Daphnidium;219
Daphnimorpha;401
Daphniphyllum;126
Daphnitis;18
Daphnobryon;401
Daphnopsis;401
Dapsilanthus;340
Darcya;318
Darcya;374
Darcyanthus;374
Darea;
Darlingia;333
Darlingtonia;359
Darmera;361
Darwinia;266
Darwiniothamnus;
Dasiphora;346
Dasispermum;24
Dasistoma;283
Dasouratea;276
Dastylepis;105
Dasyandantha;
Dasyanthina;
Dasycalyx;14
Dasycarya;18
Dasycondylus;
Dasydesmus;170
Dasygrammitis;
Dasylepis;2
Dasylirion;35
Dasyloma;24
Dasymaschalon;21
Dasymitrium;
Dasynema;145
Dasynotus;58
Dasypetalum;2
Dasyphyllum;
Dasypogon;127
Dasypyrum;322
Dasysphaera;14
Dasystephana;167
Dasystoma;283
Dasytropis;1
Datisca;128
Datura;374
Daubentonia;
Daubenya;35
Daucophyllum;24
Daucosma;24
Daucus;24
Dauphinea;216
Dauresia;
Davallia;
Davallodes;
Daveaua;
Davenportia;105
Davidia;107
Davidsea;322
Davidsonia;116
Daviesia;
Davilla;133
Davya;246
Dawsonia;
Dayaoshania;170
Dayia;325
Deamia;70
Deanea;24
Debregeasia;413
Decabelone;25
Decaceras;25
Decachaeta;
Decagonocarpus;350
Decaisnea;218
Decaisnina;232
Decalepis;25
Decaloba;290
Decalobanthus;105
Decanema;25
Decanemopsis;25
Decaneuropsis;
Decaneurum;
Decaphalangium;99
Decaptera;60
Decarya;132
Decarydendron;255
Decaryella;322
Decaryochloa;322
Decaschistia;238
Decaspermum;266
Decastelma;25
Decastylocarpus;
Decatoca;149
Decatropis;350
Decazesia;
Decazyx;350
Deccania;348
Decemium;58
Deceptor;282
Deckenia;32
Deckeria;32
Declieuxia;348
Decodon;234
Decorima;342
Decorsea;
Decorsella;418
Decumaria;195
Dedea;289
Dedeckera;327
Deeringia;14
Deeringothamnus;21
Degeneria;129
Degenia;60
Degranvillea;282
Deguelia;
Dehaasia;219
Deherainia;332
Deianira;167
Deidamia;290
Deilanthe;7
Deilosma;60
Deinandra;
Deinanthe;195
Deinbollia;355
Deinocheilos;170
Deinostema;318
Deinostigma;170
Deiregyne;282
Delaetia;70
Delairea;
Delamerea;
Delarbrea;262
Delaria;
Delavaya;355
Delavayella;
Delilia;
Delima;133
Delimopsis;133
Delissea;75
Delonix;
Delopyrum;327
Delosperma;7
Delostoma;54
Delpechia;348
Delphinium;337
Delpinophytum;60
Delpya;355
Delpydora;356
Deltaria;401
Delwiensia;
Demavendia;24
Demnosa;70
Demosthenesia;149
Dendranthema;
Dendriopoterium;346
Dendrium;149
Dendro-hypnum;
Dendroalsia;
Dendroarabis;60
Dendrobangia;82
Dendrobazzania;
Dendrobium;282
Dendrocacalia;
Dendrocalamus;322
Dendrocereus;70
Dendroceros;
Dendrochilum;282
Dendrocnide;413
Dendrocolla;282
Dendroconche;
Dendrocousinsia;154
Dendrocryphaea;
Dendrocyathophorum;
Dendroglossa;
Dendrohypopterygium;
Dendrokingstonia;21
Dendroleandria;238
Dendrolejeunea;
Dendroligotrichum;
Dendrolirium;282
Dendrolobium;
Dendrolycopodium;
Dendromastigophora;
Dendromecon;288
Dendromyza;354
Dendropanax;30
Dendropemon;232
Dendrophorbium;
Dendrophthoe;232
Dendrophthora;354
Dendrophylax;282
Dendropogon;
Dendropogonella;
Dendroportulaca;329
Dendrorchis;282
Dendrorkis;282
Dendrosenecio;
Dendroseris;
Dendrosicyos;115
Dendrosida;238
Dendrosipanea;348
Dendrosma;350
Dendrospartum;
Dendrostellera;401
Dendrostylis;2
Dendrothrix;154
Dendrotrophe;354
Dendroviguiera;
Denekea;
Denekia;
Denhamia;88
Denmoza;70
Dennettia;21
Dennstaedtia;
Denotarisia;
Denscantia;348
Dentaria;60
Dentella;348
Depacarpus;7
Depanthus;170
Deparia;
Depazium;
Deplanchea;54
Deppea;348
Deppia;282
Deprea;374
Derderia;
Derenbergia;7
Dermasea;361
Dermatobotrys;367
Dermatodon;
Dermatophlebium;
Dermatophyllum;
Derosiphia;246
Derris;
Desbordesia;203
Deschampsia;322
Descurainia;60
Desfontainia;101
Desideria;60
Desmanthodium;
Desmanthus;
Desmaria;232
Desmatodon;
Desmazeria;322
Desmidorchis;25
Desmochaeta;14
Desmocladus;340
Desmodiastrum;
Desmodium;
Desmogymnosiphon;64
Desmoncus;32
Desmonema;248
Desmopsis;21
Desmos;21
Desmoscelis;246
Desmostachya;322
Desmostachys;201
Desmotes;350
Desmothamnus;149
Desmotheca;
Despeleza;
Desplatsia;238
Dessenia;401
Detandra;248
Detarium;
Dethardingia;105
Dethawia;24
Detris;
Deuterocohnia;61
Deutzia;195
Deutzianthus;154
Devendraea;81
Deverra;24
Devia;202
Devillea;324
Devogelia;282
Dewevrea;
Dewevrella;25
Deweya;24
Dewildemania;
Dewindtia;
Dewinteria;292
Deyeuxia;322
Dhofaria;80
Diabelia;81
Diacalpe;
Diacidia;237
Diacranthera;
Diacrium;282
Diacrodon;348
Diadenaria;154
Diadesma;238
Dialium;
Diallobus;
Diallosperma;
Dialyanthera;264
Dialyceras;375
Dialypetalanthus;348
Dialypetalum;75
Dialytheca;248
Dialytrichia;
Diamantina;324
Diamena;35
Diamonon;374
Diamorpha;111
Diandranthus;322
Diandrolyra;322
Dianella;
Dianthelia;
Dianthella;86
Dianthera;1
Dianthera;97
Dianthoveus;120
Dianthus;86
Diapedium;1
Diapensia;130
Diaperia;
Diaphananthe;282
Diaphanodon;
Diaphanophyllum;
Diaphanoptera;86
Diaphractanthus;
Diarina;322
Diarrhena;322
Diarthron;401
Diascia;367
Diaspananthus;
Diaspasis;175
Diasperus;309
Diastatea;75
Diastella;333
Diastema;170
Diastemenanthe;322
Diatenopteryx;355
Diatrema;105
Diaxulon;
Diblemma;
Dibrachion;154
Dibrachionostylus;348
Dicalymma;
Dicarpellum;88
Dicarpidium;238
Dicella;237
Dicellandra;246
Dicellostyles;238
Dicentra;288
Dicerandra;216
Diceratella;60
Diceratostele;282
Dicercoclados;
Dicerma;
Dicerocaryum;292
Dicerospermum;246
Dicerostylis;282
Dicerothamnus;
Dichaea;282
Dichaelia;25
Dichaetandra;246
Dichaetanthera;246
Dichaetaria;322
Dichaetophora;
Dichanthelium;322
Dichanthium;322
Dichapetalum;131
Dichasianthus;60
Dichazothece;1
Dichelachne;322
Dichelodontium;
Dichelostemma;35
Dichelyma;
Dicheranthus;86
Dichilanthe;348
Dichiloboea;170
Dichilus;
Dichiton;
Dichocarpum;337
Dichodon;86
Dichodontium;
Dichoglottis;86
Dichondra;105
Dichondropsis;105
Dichopogon;35
Dichorexia;
Dichorisandra;103
Dichoropetalum;24
Dichosciadium;24
Dichosema;
Dichosma;350
Dichospermum;103
Dichostemma;154
Dichostylis;123
Dichotoma;
Dichotomanthes;346
Dichroa;195
Dichroanthus;60
Dichrocephala;
Dichromanthus;282
Dichromena;123
Dichromochlamys;
Dichrostachys;
Dichrotrichum;170
Dickasonia;282
Dickinsia;24
Dicksonia;
Dicladanthera;1
Dicladiella;
Dicladolejeunea;
Diclidanthera;326
Diclidopteris;
Diclinanona;21
Dicliptera;1
Diclis;367
Diclytra;288
Dicnemoloma;
Dicnemon;
Dicoelia;309
Dicoma;
Diconangia;204
Dicoria;
Dicorynia;
Dicoryphe;186
Dicraeanthus;324
Dicraeia;324
Dicraeopetalum;
Dicrananthera;246
Dicranella;
Dicranocarpus;
Dicranodon;
Dicranodontium;
Dicranoglossum;
Dicranolejeunea;
Dicranolepis;401
Dicranoloma;
Dicranopetalum;355
Dicranopteris;
Dicranopygium;120
Dicranostigma;288
Dicranostyles;105
Dicranoweisia;
Dicranum;
Dicraspidia;260
Dicrastylis;216
Dicraurus;14
Dicrocaulon;7
Dicrocephala;
Dictamnus;350
Dictyandra;348
Dictyanthus;25
Dictymia;
Dictyocalyx;374
Dictyocarpus;238
Dictyocaryum;32
Dictyocline;
Dictyodroma;
Dictyogramme;
Dictyolimon;321
Dictyoloma;350
Dictyoneura;355
Dictyophleba;25
Dictyophragmus;60
Dictyopteris;
Dictyosperma;32
Dictyospermum;103
Dictyostega;64
Dictyoxiphium;
Dicyclophora;24
Dicymanthes;232
Dicymbe;
Dicymbopsis;
Dicypellium;219
Didelotia;
Didelta;
Didesmandra;133
Didesmus;60
Didiclis;
Didierea;132
Didiplis;234
Didiscus;24
Didissandra;170
Didonica;149
Didymaea;348
Didymandra;215
Didymanthus;14
Didymaotus;7
Didymeles;67
Didymocarpus;170
Didymocheton;247
Didymochlaena;
Didymochlamys;348
Didymocistus;309
Didymodon;
Didymodoxa;413
Didymoglossum;
Didymopanax;30
Didymophysa;60
Didymoplexiella;282
Didymoplexiopsis;282
Didymoplexis;282
Didymopogon;348
Didymosalpinx;348
Didymosperma;32
Didymostigma;170
Didyplosandra;1
Dieffenbachia;29
Diegodendron;55
Dielitzia;
Diellia;
Dielsantha;75
Dielsia;340
Dielsina;21
Dielsiocharis;60
Dielsiochloa;322
Dielsiodoxa;149
Dielsiothamnus;21
Dienia;282
Dierama;202
Diervilla;81
Dieteria;
Dieterlea;115
Dietes;202
Diflugossa;1
Digera;14
Digitacalia;
Digitalis;318
Digitaria;322
Digitorebutia;70
Diglosselis;34
Diglyphosa;282
Dignathe;282
Dignathia;322
Digomphia;54
Digoniopterys;237
Digyroloma;1
Diheteropogon;322
Diholcos;
Dilatris;183
Dilepis;
Dilkea;290
Dillandia;
Dillenia;133
Dillwynia;
Dilobeia;333
Dilochia;282
Dilochiopsis;282
Dilodendron;355
Dilomilis;282
Dilophia;60
Dilophotriche;322
Dimacria;168
Dimerandra;282
Dimeresia;
Dimeria;322
Dimerocarpus;258
Dimerocostus;110
Dimerodiscus;105
Dimerodontium;
Dimerostemma;
Dimetra;278
Dimocarpus;355
Dimorphandra;
Dimorphanthera;149
Dimorphella;
Dimorphocalyx;154
Dimorphocarpa;60
Dimorphocladon;
Dimorphocoma;
Dimorphopetalum;361
Dimorphorchis;282
Dimorphosciadium;24
Dimorphotheca;
Dinacrusa;238
Dinckleria;
Dinebra;322
Dinema;282
Dinemagonum;237
Dinemandra;237
Dinetus;105
Dinizia;
Dinklageanthus;54
Dinklageella;282
Dinklageodoxa;54
Dinochloa;322
Dinophora;246
Dinoseris;
Dinosperma;350
Dintera;318
Dinteracanthus;1
Dinteranthus;7
Diobelon;
Diobelonella;
Dioclea;
Dioctis;327
Diodella;348
Diodia;348
Diodonopsis;282
Diodontium;
Dioecrescis;348
Diogenesia;149
Diogoa;277
Dioicodendron;348
Diolena;246
Dionaea;140
Dioncophyllum;134
Dionycha;246
Dionychastrum;246
Dionychia;246
Dionysia;332
Dioon;425
Diora;35
Dioscorea;135
Dioscoreophyllum;248
Dioscoridea;419
Diosma;350
Diospyros;142
Diotacanthus;1
Dioticarpus;137
Diotis;14
Diotolotus;
Diouratea;276
Dipcadi;35
Dipelta;81
Dipentodon;136
Dipetalia;339
Diphaca;
Diphalangium;15
Diphascum;
Diphasia;350
Diphasiastrum;
Diphasiopsis;350
Diphasium;
Diphylax;282
Diphyllanthus;276
Diphyllarium;
Diphylleia;50
Diphyllopodium;276
Diphysa;
Diphyscium;
Diplachne;322
Diplacrum;123
Diplactis;
Diplacus;308
Dipladenia;25
Diplandra;279
Diplanthemum;238
Diplarche;149
Diplarpea;246
Diplarrena;202
Diplasia;123
Diplasiolejeunea;
Diplaspis;24
Diplatia;232
Diplax;322
Diplaziopsis;
Diplazium;
Diplazoptilon;
Diplectria;246
Diplemium;
Diploblechnum;
Diplobryum;324
Diplocentrum;282
Diplochita;246
Diploclinium;49
Diploclisia;248
Diplocolea;
Diplocomium;
Diplocos;258
Diplocyatha;25
Diplocyclos;115
Diplodiscus;238
Diplodonta;246
Diploglottis;355
Diplokeleba;355
Diploknema;356
Diplolaena;350
Diplolepis;25
Diplolobium;
Diplolophium;24
Diplomeris;282
Diplomitrion;
Diplomorpha;401
Diploneuron;
Diplonyx;
Diploon;356
Diplopanax;107
Diplopappus;
Diplopeltis;355
Diplopenta;238
Diplophractum;238
Diplophyllum;
Diplopogon;322
Diploprion;
Diploprora;282
Diplopterygium;
Diplopterys;237
Diplopyramis;327
Diplora;
Diplorhynchus;25
Diplosoma;7
Diplospora;348
Diplostachyum;
Diplostegium;246
Diplostephium;
Diplostichum;
Diplostigma;25
Diplostylis;154
Diplotaenia;24
Diplotax;
Diplotaxis;60
Diplotheca;
Diplothemium;32
Diplothorax;258
Diplotropis;
Diplukion;374
Diplusodon;234
Diplycosia;149
Dipodium;282
Dipodophyllum;232
Dipogon;
Dipoma;60
Diporidium;276
Diporochna;276
Diposis;24
Dipsacus;81
Diptera;361
Dipteracanthus;1
Dipteranthus;282
Dipteris;
Dipterix;
Dipterocarpus;137
Dipterocome;
Dipterocypsela;
Dipteronia;355
Dipteropeltis;105
Dipterygia;24
Dipterygium;80
Dipteryx;
Diptychandra;
Diptychocarpus;60
Dipyrena;416
Dirachma;138
Dirca;401
Dircaea;170
Dirhamphis;238
Dirichletia;348
Disa;282
Disaccanthus;60
Disanthus;186
Discaria;342
Discelium;
Dischidanthus;25
Dischidia;25
Dischidiopsis;25
Dischisma;367
Dischistocalyx;1
Disciphania;248
Discladium;276
Discocactus;70
Discocalyx;332
Discocapnos;288
Discocarpus;309
Discoclaoxylon;154
Discocleidion;154
Discocnide;413
Discoglypremna;154
Discolobium;
Discophora;381
Discophyllum;
Discopleura;24
Discopodium;374
Discospermum;348
Discostegia;
Discovium;60
Discretitheca;216
Discyphus;282
Disella;238
Diselma;117
Disemma;290
Disepalum;21
Disisocactus;70
Disocactus;70
Disophyllum;70
Disoselenicereus;70
Disparago;
Disperis;282
Disphenia;
Disphyma;7
Disporopsis;35
Disporum;100
Dissanthelium;322
Dissiliaria;314
Dissocarpus;14
Dissochaeta;246
Dissochondrus;322
Dissodon;
Dissomeria;352
Dissopetalum;248
Dissothrix;
Dissotis;246
Distasis;
Distaxia;
Disteganthus;61
Distegia;
Distemma;290
Distemon;413
Distemonanthus;
Distephana;290
Distephanus;
Disterigma;149
Distiacanthus;61
Distichella;354
Distichia;209
Distichia;
Distichirhops;309
Distichium;
Distichlis;322
Distichochlamys;426
Distichophyllidium;
Distichophyllum;
Distichoselinum;24
Distichostemon;355
Distictella;54
Distictis;54
Distimake;105
Distomocarpus;60
Distrianthes;232
Distyliopsis;186
Distylium;186
Distylodon;282
Disynaphia;
Disynstemon;
Ditassa;25
Ditaxis;154
Ditepalanthus;43
Ditereia;105
Dithecina;232
Dithyrea;60
Dithyria;
Dithyrostegia;
Ditinnia;246
Ditremexa;
Ditrichopsis;
Ditrichospermum;1
Ditrichum;
Ditrichum;
Ditrysinia;154
Ditta;154
Dittelasma;355
Dittoceras;25
Dittostigma;374
Dittrichia;
Diuranthera;35
Diuris;282
Diurospermum;221
Dixonia;
Diyaminauclea;348
Dizygandra;1
Dizygostemon;318
Dizygotheca;30
Djaloniella;167
Djinga;324
Dobera;353
Dobinea;18
Dockrillia;282
Docynia;346
Docyniopsis;346
Dodartia;308
Dodecadenia;219
Dodecadia;346
Dodecahema;327
Dodecastigma;154
Dodecatheon;332
Dodonaea;355
Doellia;
Doellingeria;
Doerpfeldia;342
Doga;
Dolia;374
Dolianthus;348
Dolichandra;54
Dolichandrone;54
Dolichlasium;
Dolichodeira;170
Dolichodelphys;348
Dolichoglottis;
Dolichogyne;
Dolicholobium;348
Dolicholoma;170
Dolicholus;
Dolichometra;348
Dolichomitra;
Dolichomitriopsis;
Dolichonema;
Dolichopentas;348
Dolichopetalum;25
Dolichopsis;
Dolichopterys;237
Dolichorrhiza;
Dolichos;
Dolichostachys;1
Dolichostemon;367
Dolichotheca;
Dolichothele;70
Dolichothrix;
Dolichoura;246
Doliocarpus;133
Dollinera;
Dolomiaea;
Dolotortula;
Dolpojestella;24
Dombeya;238
Domeykoa;24
Domingoa;282
Donacodes;426
