NAAM;FAMILIE_ID
Robinia;
Robinsonecio;
Robinsonella;238
Robinsonia;
Robinsoniodendron;413
Robiquetia;282
Robsonia;361
Robynsia;348
Robynsiophyton;
Roccardia;
Rochea;111
Rocheassula;111
Rochefortia;58
Rochelia;58
Rochonia;
Rockia;273
Rockinghamia;154
Rodatia;1
Rodentiophila;70
Rodgersia;361
Rodigia;
Rodriguezia;282
Roea;
Roegneria;322
Roehlingia;133
Roella;75
Roellia;
Roemeria;288
Roemeria;322
Roepera;428
Roeperocharis;282
Roettlera;170
Roezlia;246
Rogeria;292
Rogersonanthus;167
Rogiera;348
Rohdea;35
Rohmooa;24
Rohria;
Roifia;238
Roigella;348
Roivainenia;
Rojasia;25
Rojasianthe;
Rojasimalva;238
Rolandra;
Roldana;
Rollinia;21
Rolliniopsis;21
Romana;229
Romanoa;154
Romanschulzia;60
Romanzoffia;58
Romeroa;54
Romnalda;35
Romneya;288
Romualdea;88
Romulea;202
Ronabea;348
Ronconia;234
Rondeletia;348
Rondonanthus;150
Ronnbergia;61
Roodebergia;
Ropalon;274
Roraimaea;167
Roridula;345
Roripa;60
Rorippa;60
Rosa;346
Rosanowia;170
Roscheria;32
Roscoea;216
Roscoea;426
Roseia;70
Rosenbergiodendron;348
Rosenia;
Rosenstockia;
Roseocactus;70
Roseocereus;70
Roseodendron;54
Rosifax;14
Rosmarinus;216
Rosselia;65
Rossenia;350
Rossioglossum;282
Rossittia;350
Rostellaria;1
Rostellaria;356
Rostellularia;1
Rostkovia;209
Rostraria;322
Rostrinucula;216
Rosulabryum;
Rosularia;111
Rotala;234
Rotang;32
Rotheca;216
Rothia;
Rothmaleria;
Rothmannia;348
Rottboellia;322
Rottlera;154
Rottleria;
Rotula;58
Roubieva;14
Roucheria;226
Rouhamon;229
Roulinia;35
Roupala;333
Rourea;104
Roureopsis;104
Roussea;347
Rousseauxia;246
Rousselia;413
Rouxia;322
Rouya;24
Rovaeanthus;348
Roxburghia;380
Roycea;14
Roydsia;80
Royena;142
Roylea;216
Roylea;322
Roystonea;32
Rozea;
Ruagea;247
Rubacer;346
Rubentia;88
Rubia;348
Rubiteucris;216
Rubovietnamia;348
Rubrivena;327
Rubus;346
Rudbeckia;
Rudgea;348
Rudolfiella;282
Rudua;
Ruehssia;25
Ruelingia;17
Ruellia;1
Ruelliopsis;1
Rufodorsia;170
Rugelia;
Ruilopezia;
Ruizanthus;
Ruizia;238
Ruizodendron;21
Ruizterania;420
Rulac;355
Rulingia;238
Rumex;327
Rumfordia;
Rumia;24
Rumicicarpus;238
Rumohra;
Rumphia;18
Rungia;1
Rupertia;
Rupicapnos;288
Rupichloa;322
Rupicola;149
Ruppia;349
Ruppina;
Ruprechtia;327
Ruptiliocarpon;222
Rusbya;149
Rusbyella;282
Ruschia;7
Ruschianthemum;7
Ruschianthus;7
Ruschiella;7
Ruscus;35
Ruspolia;1
Russelia;318
Russellia;367
Russowia;
Rustia;348
Ruta;350
Rutaea;247
Rutaneblina;350
Rutenbergia;
Ruteria;
Ruthalicia;115
Ruthea;24
Rutheopsis;24
Ruthiella;75
Rutidanthera;276
Rutidea;348
Rutidosis;
Ruttnerella;
Ruttya;1
Ruyschia;240
Ryania;352
Rydbergia;
Rydingia;216
Rymandra;333
Ryparosa;2
Ryssopterys;237
Rytidocarpus;60
Rytidophyllum;170
Rytidosperma;322
Rytidostylis;115
Rytigynia;348
Rzedowskia;88
Saba;25
Sabal;32
Sabatia;167
Sabaudiella;105
Sabazia;
Sabbata;
Sabia;351
Sabicea;348
Sabina;117
Sabularia;86
Sabulina;86
Saccanthus;318
Saccharifera;322
Saccharodendron;355
Saccharum;322
Saccia;105
Saccifolium;167
Sacciolepis;322
Saccobasis;
Saccocalyx;216
Saccoglossum;282
Saccogyna;
Saccogynidium;
Saccolabiopsis;282
Saccolabium;282
Saccoloma;
Saccopetalum;21
Sachokiella;75
Sachsia;
Sacleuxia;25
Sacodon;282
Sacoglottis;193
Sacoila;282
Sacosperma;348
Sadiria;332
Sadleria;
Sadrum;277
Sadymia;352
Saelania;
Saelanthus;419
Sagenia;
Sagenotortula;
Sageraea;21
Sageretia;342
Sagina;86
Sagittaria;9
Sagittipetalum;343
Saglorithys;1
Sagmen;
Sagotia;154
Sagraea;246
Sagus;32
Sahagunia;258
Saharanthus;321
Sainthelenia;
Saintlegeria;93
Saintmorysia;
Saintpaulia;170
Saintpauliopsis;1
Sairocarpus;318
Saitoa;
Saitobryum;
Saitoella;
Sajania;24
Sakoanala;
Sakuraia;
Salacca;32
Salacia;88
Salacicratea;88
Salacighia;88
Salaciopsis;88
Salaxis;149
Salazia;149
Salcedoa;
Saldanhaea;54
Saldania;
Saldinia;348
Salicaria;234
Salicornia;14
Salix;352
Salmea;
Salmeopsis;
Salmiopuntia;70
Salmonea;326
Salmonopuntia;70
Saloa;228
Salomonia;326
Salpianthus;273
Salpichlaena;
Salpichroa;374
Salpichroma;374
Salpiglossis;374
Salpinctium;1
Salpinga;246
Salpingolobivia;70
Salpingostylis;202
Salpistele;282
Salsola;14
Salta;327
Saltera;293
Saltia;14
Saltugilia;325
Saltzwedelia;
Salvadora;353
Salvadoropsis;88
Salvertia;420
Salvia;216
Salvinia;
Salweenia;
Salzmannia;348
Samadera;369
Samaipaticereus;70
Samandura;369
Samanea;
Samara;332
Samarorchis;282
Sambirania;
Sambucus;
Sameraria;60
Samodia;332
Samolus;332
Sampantaea;154
Samudra;105
Samuelssonia;1
Samyda;352
Sanamunda;401
Sanango;170
Sanblasia;239
Sanchezia;1
Sanctambrosia;86
Sandbergia;60
Sandemania;246
Sandeothallus;
Sanderella;282
Sandersonia;100
Sandoricum;247
Sandwithia;154
Sanfordia;350
Sanguinaria;288
Sanguisorba;346
Sanicula;24
Saniculiphyllum;361
Saniella;200
Sanilum;105
Sanionia;
Sankowskya;314
Sannantha;266
Sanrafaelia;21
Sansevieria;35
Santalodes;104
Santaloides;104
Santalum;354
Santanderella;282
Santia;322
Santiria;65
Santisukia;54
Santolina;
Santomasia;199
Santonica;
Santosia;
Santotomasia;282
Sanvitalia;
Saphesia;7
Sapindus;355
Sapium;154
Saponaria;86
Saposhnikovia;24
Sapphoa;1
Sapranthus;21
Sapria;336
Saproma;
Saprosma;348
Saraca;
Saracha;374
Saranthe;239
Sararanga;287
Sarawakodendron;88
Sarcandra;93
Sarcanthemum;
Sarcanthopsis;282
Sarcanthus;282
Sarcaulus;356
Sarcinula;282
Sarcobatus;357
Sarcoca;312
Sarcocapnos;288
Sarcocaulon;168
Sarcocephalus;348
Sarcochilus;282
Sarcochlaena;358
Sarcochlamys;413
Sarcococca;67
Sarcocolla;293
Sarcocornia;14
Sarcocyphos;
Sarcodes;149
Sarcodraba;60
Sarcodum;
Sarcoglottis;282
Sarcoglyphis;282
Sarcogonum;327
Sarcolaena;358
Sarcolobus;25
Sarcolophium;248
Sarcomelicope;350
Sarcomeris;246
Sarcomitrium;
Sarcomphalus;342
Sarconeurum;
Sarcopera;240
Sarcopetalum;248
Sarcophagophilus;25
Sarcophrynium;239
Sarcophyllum;
Sarcophyllus;
Sarcophyte;43
Sarcophyton;282
Sarcopilea;413
Sarcopodium;282
Sarcopoterium;346
Sarcopteryx;355
Sarcopygme;348
Sarcopyramis;246
Sarcorhachis;316
Sarcorrhiza;25
Sarcosperma;356
Sarcostemma;25
Sarcostigma;201
Sarcostoma;282
Sarcotheca;284
Sarcotoechia;355
Sarcozona;7
Sarcozygium;428
Sardinia;348
Sargentodoxa;218
Saribus;32
Sarmasikia;25
Sarmentypnum;
Sarmienta;170
Sarojusticia;1
Sarothamnus;
Sarotheca;1
Sarothra;199
Sarracenia;359
Sartidia;322
Sartoria;
Sartorina;
Sartwellia;
Saruma;34
Sarx;115
Sasa;322
Sasaella;322
Sasaokaea;
Sassafras;219
Sassia;284
Satakentia;32
Satanocrater;1
Satranala;32
Sattadia;25
Satureja;216
Satyria;149
Satyrium;282
Saubinetia;
Saugetia;322
Saul;137
Sauloma;
Saundersia;282
Saurauia;5
Sauria;58
Sauroglossum;282
Saurolophorkis;282
Sauromatum;29
Sauropus;309
Saururus;360
Saussurea;
Saussuria;
Sauteria;
Sautiera;1
Sauvagesia;276
Sauvallea;103
Sauvetrea;282
Savannosiphon;202
Savia;309
Savignya;60
Saxegothaea;323
Saxicolella;324
Saxifraga;361
Saxifragella;361
Saxifragites;186
Saxifragodes;361
Saxifragopsis;361
Saxiglossum;
Saxofridericia;338
Scabiosa;81
Scabiosiopsis;81
Scabrethia;
Scabridens;
Scadoxus;15
Scaevola;175
Scagea;314
Scalesia;
Scalia;
Scaligeria;24
Scaliopsis;
Scalius;
Scambopus;60
Scandalida;
Scandia;24
Scandicium;24
Scandivepres;88
Scandix;24
Scapania;
Scapaniella;
Scaphiophora;64
Scaphispatha;29
Scaphium;238
Scaphocalyx;2
Scaphochlamys;426
Scaphopetalum;238
Scaphophyllum;
Scaphosepalum;282
Scaphyglottis;282
Scaraboides;24
Scaredederis;282
Scariola;
Scassellatia;18
Sceletium;7
Scelochiloides;282
Scelochilus;282
Scepasma;309
Scepinia;
Sceptridium;
Schaefferia;88
Schaetzellia;
Schaffnera;322
Schaffnerella;322
Schaffneria;
Schamsia;419
Schauera;219
Schaueria;1
Schawbea;1
Schedolium;322
Schedonnardus;322
Schedonorus;322
Scheelea;32
Scheeria;170
Schefferomitra;21
Schefflera;30
Schefflerodendron;
Scheidweileria;49
Schelhammera;100
Schellolepis;
Schenkia;167
Scherya;
Scheuchleria;
Scheuchzeria;362
Schickendantziella;11
Schiedea;86
Schiedeella;282
Schiedeophytum;24
Schiekia;183
Schiffneria;
Schiffneriolejeunea;
Schilleria;316
Schima;398
Schimlinia;398
Schimmelia;350
Schimpera;60
Schimperella;
Schimperina;232
Schimperobryum;
Schindleria;312
Schinnongia;200
Schinopsis;18
Schinus;18
Schinzafra;63
Schinzia;418
Schinziella;167
Schinziophyton;154
Schippia;32
Schisandra;363
Schischkinia;
Schisma;
Schismatoclada;348
Schismatoglottis;29
Schismocarpus;228
Schismus;322
Schistidium;
Schistocarpaea;342
Schistocarpha;
Schistochila;
Schistochilaster;
Schistochilopsis;
Schistogyne;25
Schistomitrium;
Schistonema;25
Schistophragma;318
Schistophyllidium;346
Schistophyllum;
Schistostega;
Schistostemon;193
Schistostephium;
Schistotylus;282
Schivereckia;60
Schizachne;322
Schizachyrium;322
Schizacme;229
Schizaea;
Schizanthoseddera;105
Schizanthus;374
Schizeilema;24
Schizenterospermum;348
Schizobasis;35
Schizoboea;170
Schizocaena;
Schizocalomyrtus;266
Schizocalyx;348
Schizocarphus;35
Schizocarpum;115
Schizocentron;246
Schizochilus;282
Schizocodon;130
Schizocolea;348
Schizoglossum;25
Schizogyne;
Schizoica;238
Schizojacquemontia;105
Schizolaena;358
Schizolegnia;
Schizolepton;
Schizolobium;
Schizoloma;
Schizomeria;116
Schizomitrium;
Schizomussaenda;348
Schizonotus;25
Schizopepon;115
Schizopetalon;60
Schizopetalum;60
Schizophragma;195
Schizopsis;54
Schizoptera;
Schizostachyum;322
Schizostege;
Schizostemma;25
Schizostephanus;25
Schizotorenia;227
Schizotrichia;
Schizozygia;25
Schizymenium;
Schkuhria;
Schlagintweitia;
Schlechtendalia;
Schlechteranthus;7
Schlechterella;25
Schlechterina;290
Schlechterosciadium;24
Schlegelia;364
Schleichera;355
Schleidenia;58
Schleinitzia;
Schliephackea;
Schlimia;282
Schljakovia;
Schljakovianthus;
Schlotheimia;
Schlumbergera;70
Schlumbergeranthus;70
Schmalhausenia;
Schmaltzia;18
Schmardaea;247
Schmidelia;355
Schmidtia;
Schmidtia;322
Schmidtottia;348
Schnabelia;216
Schnella;
Schnizleinia;322
Schoenefeldia;322
Schoenia;
Schoenobiblus;401
Schoenobryum;
Schoenocaulon;245
Schoenocephalium;338
Schoenocrambe;60
Schoenolirion;35
Schoenoplectiella;123
Schoenoplectus;123
Schoenorchis;282
Schoenoxiphium;123
Schoenus;123
Schoepfia;365
Schoepfiopsis;365
Schofieldia;
Schofieldiella;
Schollera;149
Scholleropsis;328
Scholtzia;266
Schombocattleya;282
Schombolaelia;282
Schomburgkia;282
Schomburgkiocattleya;282
Schortia;
Schotia;
Schottariella;29
Schoutenia;238
Schoutensia;317
Schouwia;60
Schradera;348
Schraderella;
Schraderobryum;
Schrankia;
Schrebera;88
Schrebera;278
Schreiteria;329
Schrenkia;24
Schroeterella;428
Schtschurowskia;24
Schubertia;25
Schudia;24
Schuebleria;167
Schuitemania;282
Schultesia;167
Schultesianthus;374
Schultesiophytum;120
Schulzia;24
Schumacheria;133
Schumannianthus;239
Schumanniophyton;348
Schumeria;
Schunkea;282
Schusterella;
Schusteria;
Schusterolejeunea;
Schuurmansia;276
Schuurmansiella;276
Schwabea;1
Schwackaea;246
Schwalbea;283
Schwannia;237
Schwantesia;7
Schwartzia;240
Schweiggeria;418
Schweinfurthia;318
Schweinitzia;149
Schwenckia;374
Schwendenera;348
Schwerinia;246
Schwetschkea;
Schwetschkeopsis;
Sciadiara;105
Sciadioseris;
Sciadocephala;
Sciadocladus;
Sciadophila;342
Sciadopitys;366
Sciadotenia;248
Sciaphila;408
Sciaplea;
Sciaromiella;
Sciaromiopsis;
Sciaromium;
Scilla;35
Scindapsus;29
Sciodaphyllum;30
Scirpodendron;123
Scirpoides;123
Scirpus;123
Sciuro-hypnum;
Sciuroleskea;
Sclarea;216
Sclepsion;413
Scleranthopsis;86
Scleranthus;86
Scleria;123
Sclerobasis;
Scleroblitum;14
Sclerocactus;70
Sclerocarpus;
Sclerocarya;18
Sclerochiton;1
Sclerochlamys;14
Sclerochloa;322
Sclerochorton;24
Sclerococcus;348
Sclerocroton;154
Sclerodactylon;322
Sclerodontium;
Scleroglossum;
Sclerohypnum;
Sclerolaena;14
Sclerolepis;
Sclerolinon;226
Sclerolobium;
Scleromelum;354
Scleromnium;
Scleronema;238
Sclerophylax;374
Scleropoa;322
Scleropodiopsis;
Scleropodium;
Scleropogon;322
Scleropus;14
Scleropyrum;354
Sclerorhachis;
Sclerosciadium;24
Sclerosia;276
Sclerosperma;32
Sclerostegia;14
Sclerostylis;350
Sclerothamnus;
Sclerotheca;75
Sclerotiaria;24
Scleroxylon;356
Scoliaxon;60
Scoliochilus;282
Scoliopus;223
Scoliosorus;
Scolochloa;322
Scolopendrium;
Scolophyllum;227
Scolopia;352
Scolosanthus;348
Scolospermum;
Scolymanthus;
Scolymocephalus;333
Scolymus;
Scoparia;318
Scopella;115
Scopellaria;115
Scopelogena;7
Scopelophila;
Scopola;374
Scopolia;374
Scopolina;374
Scopulophila;86
Scoria;208
Scorodocarpus;277
Scorodophloeus;
Scorodosma;24
Scorodoxylum;1
Scorpianthes;58
Scorpidium;
Scorpiothyrsus;246
Scorpiurium;
Scorpiurus;
Scorpius;
Scorzonella;
Scorzonera;
Scorzoneroides;
Scottellia;2
Scottia;
Scouleria;
Scribneria;322
Scrithacola;24
Scrobicaria;
Scrobicularia;246
Scrofella;318
Scrofularia;367
Scrophucephalus;367
Scrophulari-verbascum;367
Scrophularia;367
Scubulon;374
Sculeria;50
Scurrula;232
Scutachne;322
Scutellaria;216
Scutia;342
Scuticaria;282
Scutinanthe;65
Scutula;246
Scybalium;43
Scyphanthus;228
Scyphellandra;418
Scyphiphora;348
Scyphocephalium;264
Scyphocoronis;
Scyphofilix;
Scyphogyne;149
Scyphonychium;355
Scyphopappus;
Scyphopetalum;355
Scyphostachys;348
Scyphostegia;352
Scyphostigma;247
Scyphosyce;258
Scyphularia;
Scytala;
Scytalia;355
Scytalina;
Scytalis;
Scytopetalum;220
Scytopteris;
Seaforthia;32
Searsia;18
Sebaea;167
Sebastiania;
Sebastiania;154
Sebastiano-schaueria;1
Sebestena;58
Sebicea;248
Sebifera;219
Sebillea;
Sebipira;
Sebschauera;1
Secale;322
Secamone;25
Secamonopsis;25
Sechiopsis;115
Sechium;115
Secondatia;25
Securidaca;326
Securigera;
Securilla;
Securina;
Securinega;309
Sedastrum;111
Seddera;105
Sedderopsis;105
Sedeveria;111
Sedgwickia;
Sedirea;282
Sedirisia;282
Sedum;111
Seegeriella;282
Seemannantha;
Seemannaralia;30
Seemannia;170
Seetzenia;428
Seguiera;102
Seguieria;312
Segurola;
Sehima;322
Sehnemobryum;
Seidelia;154
Seidenfadenia;282
Seidenfadeniella;282
Seidenfia;282
Seidlitzia;14
Sekika;361
Sekra;
Selaginastrum;367
Selaginella;
Selago;367
Selanodesmium;
Selatium;167
Selbya;247
Selbyana;282
Seleliocereus;70
Selenia;60
Selenicereus;70
Selenipedilum;282
Selenipedium;282
Seleniphyllum;70
Selenodesmium;
Selenothamnus;238
Selera;238
Seligeria;
Selinopsis;24
Selinum;24
Selkirkia;58
Selleola;86
Selleophytum;
Selliera;175
Selliguea;
Selloa;
Sellocharis;
Selysia;115
Semarilla;88
Sematophyllites;
Sematophyllum;
Semecarpus;18
Semeiandra;279
Semeiocardium;44
Semeionotis;
Semele;35
Semenovia;24
Semetor;
Semetum;60
Semialarium;88
Semiaquilegia;337
Semiarundinaria;322
Semibarbula;
Semibegoniella;49
Semiliquidambar;12
Semiramisia;149
Semiria;
Semnos;229
Semnostachya;1
Semnothyrsus;1
Semonvillea;224
Sempervivum;111
Senaea;167
Senapea;290
Sendtnera;
Senebiera;60
Senecillicacalia;
Senecillis;
Senecio;
Senecioneae;
Seneciunculus;
Senefeldera;154
Senefelderopsis;154
Senegalia;
Senghasiella;282
Senkebergia;1
Senkenbergia;273
Senna;
Senra;238
Sensitiva;
Seorsus;266
Sepikea;170
Seppeltia;
Septas;111
Septilia;367
Septimetula;232
Septogarcinia;99
Septotheca;238
Septulina;232
Sequoia;117
Sequoiadendron;117
Serapias;282
Serapicamptis;282
Serapicamptis;282
Serapirhiza;282
Serenoa;32
Sergia;75
Seriana;355
Serianthes;
Sericandra;
Sericanthe;348
Serichonus;342
Sericobonia;1
Sericocalyx;1
Sericocarpus;
Sericocoma;14
Sericocomopsis;14
Sericodes;428
Sericographis;1
Sericola;246
Sericolea;145
Sericorema;14
Sericospora;1
Sericostachys;14
Sericostoma;58
Sericotheca;346
Seridia;
Seringia;238
Seriola;
Seriphidium;
Seriphium;
Seris;
Serissa;348
Serjania;355
Serpaea;
Serpocaulon;
Serpoleskea;
Serpotortella;
Serpyllopsis;
Serraea;238
Serratula;
Serruria;333
Sersalisia;356
Sertifera;282
Sertuernera;14
Sertula;
Seruneum;
Sesamella;339
Sesamoides;339
Sesamopteris;292
Sesamothamnus;292
Sesamum;292
Sesban;
Sesbania;
Seseli;24
Seselinia;24
Seselopsis;24
Seshagiria;25
Sesleria;322
Sesquicella;238
Sessea;374
Sessilanthera;202
Sesuvium;7
Setachna;
Setaria;322
Setariopsis;322
Setchellanthus;368
Sethia;151
Seticereus;70
Setirebutia;70
Setouratea;276
Setulocarya;58
Seutera;25
Sevada;14
Severinia;350
Sextonia;219
Seychellaria;408
Seymeria;283
Seymeriopsis;283
Seymouria;168
Seyrigia;115
Shafera;
Shaferocharis;348
Shakua;18
Shangrilaia;60
Sharpiella;
Shawia;
Sheareria;
Sheffieldia;332
Sheilanthera;350
Shepherdia;144
Sherardia;348
Sherbournia;348
Sherwoodia;130
Shevockia;
Shibataea;322
Shibateranthis;337
Shinnersia;
Shinnersoseris;
Shirakiopsis;154
Shiuyinghua;291
Shonia;154
Shorea;137
Shortia;130
Shoshonea;24
Shuaria;170
Shultzia;167
Shuria;170
Shutereia;105
Shuteria;
Siamanthus;426
Siamosia;14
Siapaea;
Sibangea;334
Sibara;60
Sibaropsis;60
Sibbaldia;346
Sibbaldianthe;346
Sibbaldiopsis;346
Sibiraea;346
Sibthorpia;318
Sicana;115
Siccobaccatus;70
Sichuania;25
Sickingia;348
Sicklera;374
Sickleria;419
Sicydium;115
Sicyocarpus;25
Sicyocarya;115
Sicyocaulis;115
Sicyoides;115
Sicyos;115
Sicyosperma;115
Sida;238
Sidalcea;238
Sidasodes;238
Sidastrum;238
Side;238
Sideranthus;
Siderasis;103
Sideria;238
Sideritis;216
Siderodendrum;348
Sideroxylon;356
Sidotheca;327
Siebera;
Siegfriedia;342
Sieglingia;322
Siemensia;348
Siemssenia;
Sievekingia;282
Sieversandreas;367
Sieversia;346
Sigesbeckia;
Sigmatanthus;350
Sigmatella;
Sigmatostalix;282
Sigmoidotropis;
Silaum;24
Silaus;24
Silenanthe;86
Silene;86
Silentvalleya;322
Siler;24
Siliquamomum;426
Siliquastrum;
Siloxerus;
Silphion;
Silphium;
Silvaea;329
Silvia;219
Silvia;283
Silvianthus;84
Silviella;283
Silvinula;318
Silvorchis;282
Silybum;
Simaba;369
Simarouba;369
Simbuleta;367
Simethis;
Simicratea;88
Simira;348
Simirestis;88
Simlera;
Simmondsia;370
Simocheilus;149
Simodon;
Simophyllum;
Simplicia;322
Simplicidens;
Simsia;
Simsimum;292
Sinacalia;
Sinadoxa;
Sinapidendron;60
Sinapis;60
Sinarundinaria;322
Sinclairia;
Sindechites;25
Sindora;
Sindoropsis;
Singana;
Singchia;282
Sinningia;170
Sinoadina;348
Sinoarundinaria;322
Sinobaijiania;115
Sinobambusa;322
Sinocalamus;322
Sinocalliergon;
Sinocalycalycanthus;73
Sinocarum;24
Sinochasea;322
Sinocrassula;111
Sinodolichos;
Sinofranchetia;218
Sinoga;266
Sinojackia;386
Sinojohnstonia;58
Sinoleontopodium;
Sinolimprichtia;24
Sinomalus;346
Sinomarsdenia;25
Sinomenium;248
Sinopanax;30
Sinopodophyllum;50
Sinopora;219
Sinosassafras;219
Sinosenecio;
Sinosideroxylon;356
Sinosophiopsis;60
Sinowilsonia;186
Sinskea;
Siolmatra;115
Sipanea;348
Sipaneopsis;348
Sipapoantha;167
Siparuna;371
Siphanthemum;232
Siphanthera;246
Siphocampylus;75
Siphocodon;75
Siphocranion;216
Siphonacanthus;1
Siphonandra;149
Siphonandrium;348
Siphonanthus;154
Siphonella;81
Siphonema;374
Siphoneranthemum;1
Siphoneugena;266
Siphonidium;283
Siphonochilus;426
Siphonodon;88
Siphonoglossa;1
Siphonolejeunea;
Siphonostegia;283
Siphonostema;149
Siphonostylis;202
Sipolisia;
Siraitia;115
Siraitos;245
Sirhookera;282
Sirindhornia;282
Sirium;354
Sirmuellera;333
Sirochloa;322
Sison;24
Sisymbrella;60
Sisymbrianthus;60
Sisymbrion;60
Sisymbriopsis;60
Sisymbrium;60
Sisyndite;428
Sisyranthus;25
Sisyrinchium;202
Sisyrolepis;355
Sitanion;322
Sitobolium;
Sitodium;258
Sitolobium;
Sium;24
Sivadasania;24
Sixalix;81
Skaphium;326
Skeptrostachys;282
Skiatophytum;7
Skimmia;350
Skinnera;279
Skirrhophorus;
Skitophyllum;
Skoliopteris;237
Skoliostigma;18
Skottsbergia;
Skottsbergiliana;115
Skutchia;258
Skytanthus;25
Slackia;170
Sladenia;372
Sleumerodendron;333
Sloanea;145
Sloetia;258
Sloetiopsis;258
Smallanthus;
Smeathmannia;290
Smegmadermos;346
Smegmaria;346
Smelophyllum;355
Smelowskia;60
Smicrostigma;7
Smilacina;35
Smilax;373
Smirnowia;
Smithatris;426
Smitheppiella;170
Smithia;
Smithiantha;170
Smithicodonia;170
Smithorchis;282
Smithsonia;282
Smitinandia;282
Smodingium;18
Smyrniopsis;24
Smyrnium;24
Smythea;342
Snowdenia;322
Soaresia;
Sobennikoffia;282
Sobolewskia;60
Sobralia;282
Sobreyra;
Socotora;25
Socotrella;25
Socotria;234
Socratea;32
Socratina;232
Soderstromia;322
Soehrensia;70
Soejatmia;322
Soemmeringia;
Sofianthe;86
Sogalgina;
Sogerianthe;232
Sohnreyia;350
Sohnsia;322
Soja;
Solaenacanthus;1
Solandra;374
Solanecio;
Solanopteris;
Solanum;374
Solaria;15
Soldanella;332
Soldevilla;
Solea;418
Soleirolia;413
Solena;115
Solena;348
Solenandra;348
Solenangis;282
Solenanthus;58
Solenidium;282
Solenocalyx;232
Solenocarpus;18
Solenocentrum;282
Solenogyne;
Solenomelus;202
Solenophora;170
Solenopsis;75
Solenopsis;374
Solenospermum;88
Solenostemma;25
Solenostemon;216
Solenostoma;
Solenostyles;1
Solenotheca;
Solenotinus;81
Solenotus;
Solfia;32
Solidago;
Solidaster;
Solisia;70
Soliva;
Sollya;317
Solms-laubachia;60
Solmsia;
Solmsia;401
Solmsiella;
Solonia;332
Solstitiaria;
Soltmannia;246
Solulus;
Somalia;367
Somerauera;86
Sommera;348
Sommerfeltia;
Sommieria;32
Somphoxylon;248
Sonchella;
Sonchoseris;
Sonchus;
Sonchustenia;
Sondaria;342
Sonderina;24
Sonderothamnus;293
Sondottia;
Sonerila;246
Sonneratia;234
Sonzaya;65
Sooia;1
Sooja;
Sophia;60
Sophiopsis;60
Sophora;
Sophrocattleya;282
Sophronanthe;318
Sophronitis;282
Sopubia;283
Soranthe;333
Soranthus;24
Sorapilla;
Sorbaria;346
Sorbaronia;346
Sorbaronia;346
Sorbocotoneaster;346
Sorbopyrus;346
Sorbopyrus;346
Sorbus;346
Sorema;374
Sorghastrum;322
Sorghum;322
Soridium;408
Sorindeia;18
Sorindeiopsis;18
Sorocea;258
Sorocephalus;333
Sorolepidium;
Soroseris;
Soroveta;340
Soterosanthus;282
Sotoa;282
Soulamea;369
Soulangia;342
Souroubea;240
Southbya;
Souza;202
Sowerbaea;35
Soyauxia;300
Soyeria;
Soymida;247
Spachea;237
Spadactis;
Spadonia;
Spadostyles;
Spaendoncea;
Spallanzania;348
Spananthe;24
Spaniopappus;
Spanizium;86
Spanoghea;355
Spanotrichum;
Sparattanthelium;190
Sparattosperma;54
Sparattosyce;258
Sparaxis;202
Sparganium;411
Sparganophorus;
Sparmannia;238
Sparrmannia;238
Spartianthus;
Spartidium;
Spartina;322
Spartium;
Spartochloa;322
Spartocytisus;
Spartothamnella;216
Spartothamnus;216
Spatalla;333
Spathacanthus;1
Spathandra;246
Spathantheum;29
Spathanthus;338
Spathelia;350
Spathepteris;
Spathia;322
Spathicarpa;29
Spathichlamys;348
Spathionema;
Spathiostemon;154
Spathipappus;
Spathiphyllum;29
Spathodea;54
Spathodeopsis;54
Spathoglottis;282
Spatholirion;103
Spatholobus;
Spatularia;361
Spatulima;
Specklinia;282
Specularia;75
Speea;15
Spegazzinia;70
Spegazziniophytum;154
Speirantha;35
Spelaeanthus;170
Spenceria;346
Spennera;246
Speranskia;154
Spergella;86
Spergula;86
Spergularia;86
Spermacoce;348
Spermadictyon;348
Spermaulaxen;327
Spermolepis;24
Spetaea;35
Sphacanthus;1
Sphacele;216
Sphacophyllum;
Sphaenolobium;24
Sphaeradenia;120
Sphaeralcea;238
Sphaerangium;
Sphaeranthus;
Sphaerantia;266
Sphaereupatorium;
Sphaerobambos;322
Sphaerocardamum;60
Sphaerocarpos;
Sphaerocarya;354
Sphaerocaryum;322
Sphaerocephalus;
Sphaerocionium;
Sphaerocodon;25
Sphaerocoma;86
Sphaerocoryne;21
Sphaerocyperus;123
Sphaerolejeunea;
Sphaerolobium;
Sphaeroma;238
Sphaeromeria;
Sphaeromorphaea;
Sphaerophysa;
Sphaeropteris;
Sphaerorrhiza;170
Sphaerosacme;247
Sphaerosciadium;24
Sphaerosicyos;115
Sphaerosporoceros;
Sphaerostema;236
Sphaerostephanos;
Sphaerostichum;
Sphaerostigma;279
Sphaerostylis;154
Sphaerotheciella;
Sphaerothecium;
Sphaerothylax;324
Sphagneticola;
Sphagnoecetis;
Sphagnum;
Sphallerocarpus;24
Sphalmanthus;7
Sphalmium;333
Sphanellolepis;246
Sphanellopsis;246
Sphedamnocarpus;237
Sphenandra;367
Spheneria;322
Sphenocentrum;248
Sphenoclea;376
Sphenodesme;216
Sphenogyne;
Sphenolobopsis;
